,Unnamed: 0_x,Bike Stop #,name_x,distance,venue_type,Unnamed: 0_y,name_y,latitude,longitude,free_bikes,empty_slots
422,422,333,Barcelona Bus Turístic,82.0,Art Museum,333,PG. DE COLOM (VIA LAIETANA),41.380628,2.1821917,14,17
423,423,334,Hemp Museum Gallery,166.0,Museum,334,"C/ JOHN MAYNARD KEYNES, 2 | AV. DIAGONAL",41.3862258,2.1168609,8,33
424,424,334,Palau Mornau,175.0,Museum,334,"C/ JOHN MAYNARD KEYNES, 2 | AV. DIAGONAL",41.3862258,2.1168609,8,33
425,425,334,Real Academia de Bellas Artés de San Jorge,185.0,Art Museum,334,"C/ JOHN MAYNARD KEYNES, 2 | AV. DIAGONAL",41.3862258,2.1168609,8,33
426,426,335,Museo de las Artes Decorativas de Barcelona,154.0,Art Museum,335,"AV. JOSEP VICENÇ FOIX, 63",41.3977227,2.1194557,19,17
427,427,335,Institut de Cultura de Barcelona,168.0,Museum,335,"AV. JOSEP VICENÇ FOIX, 63",41.3977227,2.1194557,19,17
428,428,336,,,[],336,"C/ TORRENT DE L'OLLA, 11",41.3989713,2.1606736,1,25
429,429,337,,,[],337,"C/ FÍGOLS, 1",41.3812979,2.1289917,8,16
430,430,338,,,[],338,"C/ DOS DE MAIG, 230-232",41.4071692,2.1820722,14,2
431,431,339,,,[],339,"C/ VILLENA, 1",41.38860659692564,2.1921945084594707,14,40
432,432,340,,,[],340,"C/ ELISA, 1",41.4052698,2.1420204,4,12
433,433,341,,,[],341,"C/ ARTESA DE SEGRE, 2",41.402988,2.1344691,15,11
434,434,342,Museo Minerales Colegio la Salle Bonanova,186.0,Science Museum,342,"AV. RIO DE JANEIRO, 118",41.442489,2.185727,13,15
435,435,343,Armeria M. Roca,108.0,Museum,343,"C/ PARE MARIANA, 24",41.4306689,2.1456449,9,18
436,436,344,Federacio Catalana de Tennis,781.0,Museum,344,"C/ DELS ENAMORATS, 49",41.4040525,2.181199,32,4
437,437,345,,,[],345,"C/ NÀPOLS, 344",41.4054458,2.1663172,16,8
438,438,346,,,[],346,"C/ VILAMARÍ, 85",41.3807072,2.1468381,11,14
439,439,347,,,[],347,"C/ DIPUTACIÓ, 200",41.3857425,2.1610515,0,25
440,440,348,,,[],348,CAMPANA DE LA MAQUINISTA (SAO PAULO I PL. DE,41.4389609,2.1996179,10,17
441,441,349,,,[],349,"C/ SANT ADRIÀ, 2-8",41.433934,2.1896502,10,13
442,442,350,MUHBA a Fabra i Coats,95.0,History Museum,350,"C/ VILADOMAT, 244",41.3875712,2.1469336,30,1
443,443,351,,,[],351,"C/ BALMES, 409",41.4074131,2.1381069,6,25
444,444,352,,,[],352,"C/ REUS, 23",41.4050074,2.134603,2,20
445,445,353,Museo Minerales Colegio la Salle Bonanova,46.0,Science Museum,353,"C/ ESTEVE TERRADAS, 42",41.4144967,2.1402433,2,23
446,446,354,,,[],354,"PTGE. MALUQUER, 16",41.4095489,2.1360313,1,25
447,447,355,,,[],355,"C/ SANCHO DE ÁVILA, 60-64",41.3987543,2.1902116,12,15
448,448,356,,,[],356,"C/ ALMOGÀVERS, 63",41.3943033,2.1860256,19,6
449,449,357,Gas Natural Fenosa,153.0,Art Museum,357,"C/ MONTMANY, 1",41.4035608,2.1609345,0,25
450,450,358,,,[],358,"VIA FAVÈNCIA, 47",41.4418604,2.1664224,11,12
451,451,359,,,[],359,"C/ RAMON TRIAS FARGAS, 23",41.3889972,2.1923283,17,21
452,452,360,,,[],360,"PG. FABRA I PUIG, 449",41.4388644,2.1657506,7,23
453,453,361,,,[],361,"C/ DE SANT PAU, 119/ RONDA SANT PAU",41.3754047,2.1680021,16,7
454,454,362,,,[],362,"C/ DE LA SANTACREU, 2 (PL.DE LA VIRREINA)",41.4050968,2.1569161,0,25
455,455,363,Museu Casa Verdaguer,48.0,Museum,363,"PORTAL DE SANTA MADRONA, 2-4",41.3770715,2.1758261,9,18
456,456,364,Museo de Cera de Barcelona - MUCESA,119.0,Art Museum,364,PG. MARÍTIM DE LA BARCELONETA/ANDREA DÒRIA,41.380955,2.1934636,25,9
457,457,364,Museo Marítimo de Barcelona,142.0,Art Museum,364,PG. MARÍTIM DE LA BARCELONETA/ANDREA DÒRIA,41.380955,2.1934636,25,9
458,458,364,Wax museum,113.0,Art Museum,364,PG. MARÍTIM DE LA BARCELONETA/ANDREA DÒRIA,41.380955,2.1934636,25,9
459,459,364,Restaurante del Museo Marítimo,192.0,Museum,364,PG. MARÍTIM DE LA BARCELONETA/ANDREA DÒRIA,41.380955,2.1934636,25,9
460,460,364,Arts Santa Mònica,22.0,Art Gallery,364,PG. MARÍTIM DE LA BARCELONETA/ANDREA DÒRIA,41.380955,2.1934636,25,9
461,461,365,,,[],365,"PL. JOAQUIM XIRAU I PALAU, 1",41.3785379,2.1767427,16,4
462,462,366,Museo de Cera de Barcelona - MUCESA,157.0,Art Museum,366,"C/ VILLAR, 2",41.4164824,2.1801094,12,18
463,463,366,Wax museum,115.0,Art Museum,366,"C/ VILLAR, 2",41.4164824,2.1801094,12,18
464,464,366,Galería Ferrán Cano,835.0,Art Gallery,366,"C/ VILLAR, 2",41.4164824,2.1801094,12,18
465,465,366,Arts Santa Mònica,159.0,Art Gallery,366,"C/ VILLAR, 2",41.4164824,2.1801094,12,18
466,466,367,Espai Alchemika,182.0,Art Museum,367,"C/RADI,10/GRAN VIA DE LES CORTS CATALANES",41.363279,2.1341586,12,16
467,467,368,,,[],368,"GRAN VIA DE LES CORTS CATALANES, 592",41.3863747,2.1646697,3,29
468,468,369,Gerard Ribó Tantric Master,104.0,Erotic Museum,369,"C/ CRISTOBAL DE MOURA, 84",41.410712,2.2061691,16,10
469,469,369,Museo geológico del Seminario de Barcelona,188.0,Science Museum,369,"C/ CRISTOBAL DE MOURA, 84",41.410712,2.2061691,16,10
470,470,370,,,[],370,"C/ GOMBAU, 24",41.3872437,2.1793035,8,18
471,471,371,Convent de Sant Agustí,169.0,Museum,371,"C/ CASANOVA, 55",41.3847738,2.1592566,10,16
472,472,371,Gas Natural Fenosa,129.0,Art Museum,371,"C/ CASANOVA, 55",41.3847738,2.1592566,10,16
473,473,372,,,[],372,"AV. RASOS DE PEGUERA, 10",41.462095,2.178959,6,13
474,474,373,,,[],373,"C/ BERLÍN, 38",41.3832609,2.1392662,3,23
475,475,374,,,[],374,C/ JOSEP SAMITIER / JOAN XXIII,41.3812111,2.1190863,3,22
476,476,375,Futbol Club Barcelona,195.0,Museum,375,"VIA BARCINO, 69",41.4506081,2.1923629,9,11
477,477,376,,,[],376,"RBLA. BADAL, 73 | C/ CONSTITUCIÓ",41.3685394,2.1328403,15,2
478,478,377,,,[],377,"C/ ROSSELLÓ, 354",41.4031491,2.1707947,4,25
479,479,378,,,[],378,"C/ DOCTOR SALVADOR CARDENAL, 1-5",41.3853868,2.122893,3,28
480,480,379,Museu de la Farmàcia Catalana,109.0,Science Museum,379,"AV. D'EDUARD MARISTANY, 1 /FORUM",41.4109763,2.2193724,7,26
481,481,380,Museu Blau,62.0,History Museum,380,"PL. URQUINAONA, 3",41.3893094,2.1727457,1,25
482,482,381,Teatre Museu el Rei de la Màgia,129.0,Art Museum,381,"C/ CASANOVA, 119",41.387888,2.1552902,8,21
483,483,381,Museo Magic World,190.0,Museum,381,"C/ CASANOVA, 119",41.387888,2.1552902,8,21
484,484,382,,,[],382,"AV. PARAL.LEL, 98",41.3751767,2.1658972,9,11
485,485,383,,,[],383,"C/ DE SANT PAU, 89 - 97",41.3768806,2.1698206,14,4
486,486,384,,,[],384,"C/ VILARDELL, 18",41.3745238,2.1422556,14,15
487,487,385,,,[],385,"PG. DE GARCIA FÀRIA, 37/JOSEP FERRATER",41.403216,2.2136,4,27
488,488,386,,,[],386,"C/ PUJADES,  3",41.39212,2.1874966,19,7
489,489,387,,,[],387,"PG. JOAN DE BORBÓ, 42",41.3779974,2.1884228,1,14
490,490,388,,,[],388,"TRAVESSERA DE GRÀCIA, 328",41.4082107,2.1689962,6,19
491,491,389,,,[],389,"C/ ROCAFORT, 214 | C/ ROSSELLÓ",41.3852864,2.1454802,2,22
492,492,390,,,[],390,"C/ ROGER, 24",41.3767538,2.1269152,21,5
493,493,391,,,[],391,"RAMBLA DEL BRASIL, 44",41.3783067,2.1297303,8,14
494,494,392,,,[],392,"C/ ENRIC GRANADOS, 93",41.392135,2.1563542,0,24
495,495,393,,,[],393,"C/ ENRIC  GRANADOS, 35",41.389668,2.1599078,2,13
496,496,394,,,[],394,"GRAN VIA DE LES CORTS CATALANES, 609",41.3893222,2.1678388,0,14
497,497,395,Museo Adidas & Messi,135.0,Museum,395,"AV.LITORAL, 84",41.3979002,2.2088454,21,5
498,498,396,,,[],396,"C/ JOAN GÜELL, 50",41.3786364,2.1335494,16,5
499,499,397,,,[],397,"C/ DE L'ENERGIA, 2 / ALTS FORNS",41.3573288,2.1371996,9,23
500,500,398,,,[],398,"C/ LISBOA, 128",41.4267638,2.1521909,2,25
501,501,399,,,[],399,"C/ RAMON TURRÓ, 4",41.3905303,2.1906339,13,5
502,502,400,,,[],400,"C/ RIBES, 13",41.3933173,2.1812483,1,16
503,503,401,,,[],401,PLA DE PALAU,41.382418,2.183723,12,9
504,504,402,Real Academia de Bellas Artés de San Jorge,86.0,Art Museum,402,"C/ BOLÍVIA, 76",41.4030225,2.1913538,2,14
505,505,403,,,[],403,"AV. DE LA CATEDRAL, 6",41.3850616,2.1766834,13,8
506,506,404,Museu Frederic Marès,77.0,Museum,404,WORLD TRADE CENTER,41.3720293,2.1804468,3,36
507,507,404,The Gaudí Exhibition Center,88.0,Art Museum,404,WORLD TRADE CENTER,41.3720293,2.1804468,3,36
508,508,404,Museu Diocesà de Barcelona,75.0,History Museum,404,WORLD TRADE CENTER,41.3720293,2.1804468,3,36
509,509,404,Museu d'Història de Barcelona,140.0,History Museum,404,WORLD TRADE CENTER,41.3720293,2.1804468,3,36
510,510,404,Museo Diocesano de Barcelona,71.0,History Museum,404,WORLD TRADE CENTER,41.3720293,2.1804468,3,36
511,511,404,Casa Dels Entremesos,117.0,Museum,404,WORLD TRADE CENTER,41.3720293,2.1804468,3,36
512,512,404,Museo Dalí Escultor. Edificio Real Círculo Artístico,189.0,Museum,404,WORLD TRADE CENTER,41.3720293,2.1804468,3,36
513,513,404,Reial Cercle Artístic de Barcelona,189.0,Concert Hall,404,WORLD TRADE CENTER,41.3720293,2.1804468,3,36
514,514,405,,,[],405,"C/ PROVENÇA, 317",41.3988184485363,2.166735224916682,2,17
515,515,406,,,[],406,"AV. VALLCARCA, 196",41.4160558,2.1421504,9,18
516,516,407,,,[],407,"AV. VALLCARCA, 11",41.4074444,2.1492066,4,13
517,517,408,,,[],408,PG. DE LLUíS COMPANYS (ARC DE TRIOMF),41.391062,2.1801142,0,24
518,518,409,,,[],409,"PG. TORRAS I BAGES, 29",41.4378773,2.1910691,13,6
519,519,410,,,[],410,"C/ SARDENYA, 68",41.3916096,2.1891194,11,12
520,520,411,,,[],411,"AV. DIAGONAL, 26",41.4110822,2.2163136,12,19
521,521,412,,,[],412,"GRAN VIA CORTS CATALANES, 760",41.3979779,2.1801069,31,15
522,522,413,,,[],413,"PL. JEAN GENET,  1",41.376735,2.1740082,19,1
523,523,414,Museo Marítimo de Barcelona,185.0,Art Museum,414,"RAMBLA DE PRIM, 256",41.4256626,2.2008632,17,9
524,524,414,Arts Santa Mònica,175.0,Art Gallery,414,"RAMBLA DE PRIM, 256",41.4256626,2.2008632,17,9
525,525,415,,,[],415,"C/ ARGENTERA, 23",41.4117633,2.1453424,14,8
526,526,416,,,[],416,"C/ COMTE URGELL, 23",41.380393,2.1606506,13,13
527,527,417,Santería Milagrosa,51.0,Art Museum,417,"PG. LLUIS COMPANYS, 18  (ARC TRIOMF)",41.3914292,2.1805685,10,29
528,528,418,,,[],418,"C/ DE LES CORTS, 20",41.3854466,2.1288753,5,22
529,529,419,,,[],419,"GRAN VIA DE LES CORTS CATALANES, 632",41.3890626,2.1679313,1,15
530,530,420,Museo Adidas & Messi,162.0,Museum,420,"C/ DE RIBES, 59 B",41.39828,2.1830315,18,12
531,531,421,Museu de la Música,194.0,History Museum,421,"C/ JOSEP PLA, 67",41.411381,2.2122054,4,20
532,532,422,,,[],422,"C/ DIPUTACIÓ, 226",41.3873057,2.1631263,0,26
533,533,423,Museo geológico del Seminario de Barcelona,63.0,Science Museum,423,"C/ SAGUÉS, 1",41.3937414,2.1455022,2,25
534,534,423,Museu del Modernisme Català,172.0,Art Museum,423,"C/ SAGUÉS, 1",41.3937414,2.1455022,2,25
535,535,424,,,[],424,"C/ AGUSTÍ DURAN I SANPERE, 10",41.3816139,2.1677697,8,33
536,536,425,Museu d'Art Contemporani de Barcelona,166.0,Museum,425,"C/ VILÀ I VILÀ, 45",41.3733857,2.1709545,16,10
537,537,425,Museu del Barça,142.0,Museum,425,"C/ VILÀ I VILÀ, 45",41.3733857,2.1709545,16,10
538,538,426,,,[],426,"C/REPÚBLICA DOMINICANA,25(CENTRE COMERCIAL)",41.439929,2.1970692,14,19
539,539,427,,,[],427,"PG. ZONA FRANCA, 9",41.3513237,2.1450958,31,5
540,540,428,,,[],428,"C / INDÚSTRIA, 10",41.4022081,2.1649035,2,19
541,541,429,,,[],429,"C/ TURÓ BLAU, 1-3",41.4388223,2.1767828,4,20
542,542,430,,,[],430,"C/ D'ALACANT, 12",41.4000778,2.1326911,2,25
543,543,431,,,[],431,"C/ CASTILLEJOS, 184",41.4021805,2.1829894,13,13
544,544,432,,,[],432,"C/ SANCHO DE ÁVILA, 170 / LLACUNA",41.4027907,2.1956161,8,17
545,545,433,Museu Can Framis,63.0,Art Museum,433,PL. DEL MAR,41.3748001,2.1889045,10,8
546,546,434,,,[],434,"C/ ANTILLES, 8",41.4250835,2.1872818,24,1
547,547,435,,,[],435,"C/ MANSO, 46",41.377046,2.16113608,21,1
548,548,436,,,[],436,"C/ SARDENYA, 494",41.4107641,2.1640965,4,19
549,549,437,,,[],437,"C/ QUETZAL, 22-24",41.3675438,2.1342316,12,14
550,550,438,,,[],438,"C/ ARAGÓ, 629",41.410098,2.1884487,10,11
551,551,439,,,[],439,"C/ MINERIA, 30",41.3649272,2.138599,14,4
552,552,440,,,[],440,"C/ EUROPA, 25",41.387561,2.1306737,2,31
553,553,441,,,[],441,"C/ SANTA FE DE NOU MÈXIC, 2",41.3935816,2.1345892,0,33
554,554,442,,,[],442,"C/ FELIPE II, 112",41.4219291,2.1849107,3,28
555,555,443,,,[],443,"C/ PUJADES, 191",41.4026275,2.2017694,32,0
556,556,444,Cementeri de Poble Nou,144.0,Art Museum,444,"GRAN VIA DE LES CORTS CATALANES, 1041",41.4145805,2.2008139,8,15
557,557,445,,,[],445,"C/ GELABERT, 1",41.3871579,2.1410945,0,26
558,558,446,,,[],446,"C/ ROSA SENSAT, 12",41.3906051,2.1972309,8,12
559,559,447,,,[],447,"C/ ALFAMBRA, 2 | AV. DIAGONAL",41.385641,2.113096,11,12
560,560,448,,,[],448,"PL. CATALUNYA, 10-11 (LA RAMBLA)",41.387493,2.1690686,1,19
561,561,449,,,[],449,"VIA AUGUSTA, 317",41.399017,2.124329,1,25
562,562,450,,,[],450,WORLD  TRADE CENTER,41.3718728,2.180302,3,36
563,563,451,,,[],451,"C/ VALÈNCIA, 621",41.4108005,2.1872438,20,5
564,564,452,,,[],452,"PG. SANTA COLOMA, 105",41.4479402,2.1976757,23,15
565,565,453,,,[],453,"AV. LITORAL, 40 (D)",41.3896642,2.1999572,7,46
566,566,454,,,[],454,"C/ ESPRONCEDA, 124",41.4065912,2.203028,23,3
567,567,455,,,[],455,"C/ SANT ANTONI MARIA CLARET, 214",41.4108439,2.1740575,8,11
568,568,456,,,[],456,"C/ CASANOVA, 139",41.3887127,2.1542277,1,29
569,569,457,,,[],457,"C/ BOLIVIA, 120",41.4058109,2.1949461,9,18
570,570,458,,,[],458,"C/ SELVA DE MAR, 230",41.417694,2.1976864,14,11
571,571,459,,,[],459,"C/ SARDENYA, 362",41.4055143,2.1706498,9,13
572,572,460,,,[],460,"C/ PUJADES, 103",41.3983902,2.1960799,14,10
573,573,461,,,[],461,"AV. MERIDIANA, 66",41.40197,2.187081,2,14
574,574,462,Design Museum of Barcelona (Museu del Disseny de Barcelona),96.0,Art Museum,462,"C/ BILBAO, 2",41.4008312,2.206645,23,4
575,575,462,Disseny Hub Barcelona,102.0,Art Museum,462,"C/ BILBAO, 2",41.4008312,2.206645,23,4
576,576,462,Museu del Disseny de Barcelona,96.0,Museum,462,"C/ BILBAO, 2",41.4008312,2.206645,23,4
577,577,463,Tienda Infame - Art Shop,196.0,Museum,463,"C/ ESCULTOR LLIMONA, 7",41.4276076,2.1697582,8,21
578,578,464,,,[],464,"C/ PEDRELL, 52",41.4246548,2.166289,4,20
579,579,465,,,[],465,"C/ LONDRES,  53",41.3912605,2.1476308,0,24
580,580,466,,,[],466,"C/ JORGE MANRIQUE, 15",41.4312335,2.1499103,13,14
581,581,467,Pavelló de la República,130.0,Museum,467,"PG. MANUEL GIRONA, 7",41.39038,2.121,6,20
582,582,468,,,[],468,"C/ RIERA BLANCA, 123",41.371459,2.127854,27,0
583,583,469,,,[],469,"C/ CALÀBRIA, 112",41.38031805998654,2.154437124811396,21,18
584,584,470,,,[],470,"C/ CONSELL DE CENT, 566",41.4040364,2.183145,14,23
585,585,471,,,[],471,LA BARCELONETA (CN BARCELONETA),41.3736911,2.188928,5,9
586,586,472,,,[],472,MOLL ORIENTAL,41.3694508,2.1879597,10,32
587,587,473,,,[],473,"PL. CATALUNYA, 22",41.3860607,2.1702467,0,30
588,588,474,MUHBA Casa de l'Aigua,76.0,Museum,474,"C/ ROGER DE FLOR, 126",41.3954877,2.1771985,6,22
589,589,475,,,[],475,PG. DE LLUIS COMPANYS (ARC DE TRIOMF),41.391313,2.1808391,23,9
590,590,476,,,[],476,"C/ MARTÍ I FRANQUÈS, 1",41.3847061,2.1170751,4,24
591,591,477,,,[],477,"PL. SANT MIQUEL, 4",41.381708,2.177292,12,16
592,592,478,Domus avinyó,72.0,History Museum,478,PG. DE COLOM /VIA LAIETANA,41.380628,2.1822815,20,2
593,593,478,Casa Natal Joan Miró,74.0,Museum,478,PG. DE COLOM /VIA LAIETANA,41.380628,2.1822815,20,2
594,594,478,Museo de las ideas y los inventos,99.0,Museum,478,PG. DE COLOM /VIA LAIETANA,41.380628,2.1822815,20,2
595,595,478,MUHBA Porta de Mar,146.0,History Museum,478,PG. DE COLOM /VIA LAIETANA,41.380628,2.1822815,20,2
596,596,478,MUHBA Domus de Sant Honorat,153.0,History Museum,478,PG. DE COLOM /VIA LAIETANA,41.380628,2.1822815,20,2
597,597,478,Centre d'Interpretació del Call,178.0,History Museum,478,PG. DE COLOM /VIA LAIETANA,41.380628,2.1822815,20,2
598,598,478,Sinagoga Medieval de Barcelona,156.0,Museum,478,PG. DE COLOM /VIA LAIETANA,41.380628,2.1822815,20,2
599,599,478,Artevistas,66.0,Art Gallery,478,PG. DE COLOM /VIA LAIETANA,41.380628,2.1822815,20,2
600,600,479,Hemp Museum Gallery,174.0,Museum,479,"AV. MERIDIANA, 40",41.3960652,2.1871959,8,11
601,601,479,Palau Mornau,183.0,Museum,479,"AV. MERIDIANA, 40",41.3960652,2.1871959,8,11
602,602,479,Real Academia de Bellas Artés de San Jorge,184.0,Art Museum,479,"AV. MERIDIANA, 40",41.3960652,2.1871959,8,11
603,603,480,Museu de Carrosses Fúnebres,112.0,History Museum,480,"C/ JUAN GRIS, 28",41.3653426,2.1331357,18,14
604,604,480,Gas Natural Fenosa,114.0,Art Museum,480,"C/ JUAN GRIS, 28",41.3653426,2.1331357,18,14
605,605,481,,,[],481,"C/ RIERA ALTA, 6",41.3806411,2.1671611,16,17
606,606,482,Museu del Barça,52.0,Museum,482,"C/ FELIU DE CASANOVA, 1",41.3754188,2.1297823,19,8
607,607,483,,,[],483,"C/ PEDROSA, 24",41.4490679,2.1833801,8,16
608,608,484,,,[],484,"AV. JOSEP TARRADELLAS, 133",41.3900085,2.1432105,1,11
609,609,485,,,[],485,"C/ DEL GUINARDÓ, 32-38",41.4156285,2.1817876,21,4
610,610,486,Espai Alchemika,23.0,Art Museum,486,"C/ CASTILLEJOS, 388",41.412427,2.170592,9,23
611,611,487,,,[],487,PG. MARÍTIM DE LA BARCELONETA,41.3795862,2.1925198,25,1
612,612,488,,,[],488,"PG. ZONA FRANCA, 182",41.360798,2.138931,31,5
613,613,489,,,[],489,PLAÇA DELS ÀNGELS (MACBA),41.38268,2.16712,26,15
614,614,490,Museu d'Art Contemporani de Barcelona,39.0,Museum,490,"C/ VALLESPIR, 13",41.378118,2.1378667,5,17
615,615,490,Centro de Cultura Contemporánea de Barcelona,125.0,History Museum,490,"C/ VALLESPIR, 13",41.378118,2.1378667,5,17
616,616,491,,,[],491,"C/ PALÈNCIA, 31",41.4182129,2.1904005,11,15
617,617,492,,,[],492,"C/ CARDENAL TEDESCHINI, 13",41.4253643,2.1852073,27,5
618,618,493,,,[],493,"C/ BAILÉN, 62",41.3952527,2.1730023,15,14
619,619,494,Nexus Recursos Humanos,197.0,Museum,494,"C/ PORTUGAL, 3",41.4258248,2.191206,12,14
620,620,495,,,[],495,"PG. LLUIS COMPANYS, 11 (ARC TRIOMF)",41.3911035,2.1801763,7,32
621,621,496,,,[],496,"PG. PUJADES, 2",41.389135,2.183489,21,5
622,622,497,Museu de Zoologia,113.0,Science Museum,497,"C/ CLOT, 1",41.4063864,2.1874404,16,11
623,623,497,Laboratori de Natura,123.0,Science Museum,497,"C/ CLOT, 1",41.4063864,2.1874404,16,11
624,624,498,,,[],498,"C/ PROVENÇA, 215",41.3927771,2.1586273,3,22
625,625,499,Fundacio Museu D'historia de la Medicina de Catalunya,116.0,Museum,499,"C/ PONTEVEDRA, 58B | C/ JUDICI",41.37686,2.19067,3,17
626,626,500,,,[],500,"PG. MARITIM, 11 (DAVANT PL. BRUGADA)",41.3812425,2.1933482,8,27
627,627,501,La Fábrica del Sol,190.0,Museum,501,"PG. MARITIM, 23 (HOSPITAL DEL MAR)",41.3833653,2.1946255,2,24
628,628,502,,,[],502,"C/GAVÀ, 81",41.3703717,2.1389439,9,7
629,629,503,,,[],503,"PG. MARíTIM, 31 B (ANNEXA A LA  12)",41.3834753,2.194735,0,21
630,630,504,,,[],504,AV. LITORAL (PG MARÍTIM DEL PORT OLÍMPIC),41.3889129,2.1993105,4,23
631,631,505,,,[],505,"C/ PALLARS, 182",41.4003471,2.1969105,18,5
